time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,eval_score
0.4564628601074219,-0.3999773687443824,7.085057217983759,18.986886419767202,-6.0671886778666115,0.44124068610570283,0.1,0.16478538513183594,0.05314993858337402,0.05000756,0.3125368,-0.3999773687443824,0.1032094955444336,1.0008958942451034,0.994817137854796,-3.324990844632997
0.12654924392700195,-3.8836974302727354,3.924462426540849,3.4162045204855964,-9.520316241520689,0.47982272216047844,0.1,0.0005350112915039062,0.010733366012573242,0.05009476,0.19203155,-0.7483493748972176,0.005580902099609375,0.9744797051853432,0.9452026072469187,-0.6043299197245673
0.14750885963439941,-0.19282148083492373,5.673736315396697,5.026742913229985,-15.762542058976125,0.32806913706403457,0.1,0.0005385875701904297,0.010360956192016602,0.050178833,0.21340574,-0.6927965854909883,0.0057048797607421875,0.9753828864692534,0.962279625456027,-0.8108306689791439
0.14776396751403809,1.0921423294834225,4.405719577466043,7.39537220696578,-6.708641316821298,0.3957238023104693,0.1,0.0005307197570800781,0.011135101318359375,0.05218971,0.24599491,-0.5143026939935473,0.006125688552856445,1.0165010414569995,1.022851655972438,0.016988405443459788
0.15228652954101562,0.44755323707526984,6.216882818888392,13.227909440525682,-5.5170342398301155,0.4765902663728391,0.1,0.0008907318115234375,0.0141448974609375,0.05010738,0.25578496,-0.4181171008866656,0.008594036102294922,1.000505489651184,0.9980086194195573,0.8813109767041585
0.17300963401794434,2.586678954305907,5.5627080898604975,17.662082650347585,-1.4897105237762975,0.5012980258316807,0.1,0.0007913112640380859,0.011940956115722656,0.052331604,0.20468923,-0.1176374953674083,0.007993936538696289,1.0422853329907695,1.0252092302231803,-0.24767975154555621
0.17177295684814453,4.018819981405378,5.96688185290302,17.180053294574186,-5.637769468798142,0.44483326829983616,0.1,0.0008077621459960938,0.013314247131347656,0.05178692,0.20367154,0.2960082523098703,0.007768154144287109,1.0343507360198334,1.0080011333874082,0.31732563311800355
0.1474289894104004,2.596641710370954,3.4533630769066597,8.625033774999624,-1.555404503709556,0.46525243824957024,0.1,0.0005588531494140625,0.01073908805847168,0.05024979,0.18869881,0.5260715981159787,0.00559687614440918,1.0095315434158367,0.9989898281909767,-0.26272325140716646
0.15283513069152832,4.134124448275644,1.774505545776538,8.055879521069244,1.8803377300795878,0.4527335581409505,0.1,0.0009083747863769531,0.012994766235351562,0.05181371,0.17421168,0.8868768831319453,0.007702827453613281,1.0016708751561045,0.98234734362171,0.784326256295888
0.179182767868042,4.246401701171296,6.947544698382321,22.20528490405102,-1.4518547053295552,0.5029948527084837,0.1,0.0008707046508789062,0.01392364501953125,0.050549813,0.22558735,1.2228293649358806,0.008239507675170898,0.9912792325958042,0.9826796671648764,0.28312067959496245
0.20175623893737793,8.809750143517807,8.142190098952511,28.80351520659592,-0.3626987142519602,0.4825002822056933,0.1,0.0007901191711425781,0.014769315719604492,0.049813148,0.21288943,1.9815214427940733,0.00844717025756836,0.9814678979152504,0.9636256671574962,1.3544970587987477
0.1470329761505127,0.4186548610752984,3.846282704082,6.4260145590612945,-8.714885300018933,0.3589975081329344,0.1,0.0005464553833007812,0.010693550109863281,0.05153699,0.19060096,1.825234784622196,0.005045175552368164,1.0536321273107412,1.0683340185666392,1.8011017536548706
0.18341588973999023,5.4816100398518035,6.3662450705510825,21.448355265630006,-3.594917302438121,0.5328726182452128,0.1,0.0007388591766357422,0.01414179801940918,0.050106987,0.18469419,2.190872310145157,0.007229804992675781,0.9538666157126545,0.9323004328771403,1.463495614366875
0.2448585033416748,6.948257496908393,13.5980026063612,43.835947581100335,-5.107913482050823,0.6037290572123246,0.1,0.000865936279296875,0.015187978744506836,0.049205963,0.15431221,2.6666108288214807,0.010660648345947266,0.9648217967518815,0.9190602139751963,5.363538676741184
0.17000985145568848,4.945088341611067,8.00607047838166,23.038708080894065,-5.74962794189638,0.506999657864216,0.1,0.0007991790771484375,0.013692140579223633,0.04982216,0.200499,2.8944585801004394,0.007361412048339844,0.8920471643984509,0.8603154872975985,4.334174030891587
0.20016050338745117,-0.3152677846692951,7.116846403775213,10.022127715248427,-17.804369711775934,0.6938529201507884,0.1,0.0008118152618408203,0.014785289764404297,0.04891223,0.14033893,2.573485943623466,0.008294343948364258,1.250566642858056,1.2060565909536416,3.440525072691907
0.2700381278991699,6.7819513465751315,9.80109474273575,28.196466592455664,-4.634041533179731,0.6272953637095771,0.1,0.0008780956268310547,0.014470815658569336,0.051824156,0.16512097,2.9943324839186327,0.014223337173461914,0.8572875485158395,0.8188033654869676,6.6231580706399
