steps,return
19852.0,-0.043262885999683455
41969.0,-0.03242163399059094
54529.0,-0.03526275862885233
71217.0,-0.029954689319796193
83544.0,-0.04248750137291337
107358.0,-0.04556405997832137
125164.0,-0.04383224283402154
143788.0,-0.04558814185670773
164848.0,-0.04537802972919121
183325.0,-0.05048422999544003
210259.0,-0.04109283502548437
234717.0,-0.043632324847677206
254665.0,-0.04116842154077429
283192.0,-0.037874658867964824
303135.0,-0.04164413844549911
323627.0,-0.044177299601411694
353303.0,-0.047445065276381516
373937.0,-0.044007972795445105
396746.0,-0.04174965331340987
418844.0,-0.04174558168521466
439512.0,-0.0462047053354845
459827.0,-0.04360203313446952
482953.0,0.016950853131043272
502812.0,-0.04406996466711566
524251.0,-0.033243864374207475
546085.0,-0.04029800716022301
569032.0,-0.04446833932189392
596332.0,-0.043203893714015305
623388.0,-0.046520486518263855
651353.0,-0.046398557246137555
670277.0,-0.03639952169056835
696669.0,-0.03575552935336814
721160.0,-0.03658168412515965
748592.0,0.051429297311328406
778582.0,-0.04553847440540326
814687.0,-0.0370523572503436
845913.0,0.06196495608592198
877182.0,-0.05816458020286353
906596.0,0.04797066123756838
936711.0,0.039461982603508736
