steps,return
43995.0,-0.15363935125291092
87484.0,-0.14997371590551442
132651.0,-0.11013414885308907
165276.0,-0.1080799912886923
193386.0,-0.14473335170566295
223780.0,-0.17324751007341255
249360.0,-0.15883847813119695
271774.0,-0.17850625170924964
289339.0,-0.14990409211449957
306674.0,-0.16620067379242734
327692.0,-0.16608027011657314
340801.0,-0.15720931622710707
352890.0,-0.15463231791800294
364378.0,-0.15785790966736135
373944.0,-0.1490501106712279
386314.0,-0.1668521772460299
395576.0,-0.1480902853610854
402093.0,-0.14670728821921353
409882.0,-0.1489000247122156
417584.0,-0.14733778899581587
423384.0,-0.1359717243084504
431423.0,-0.1391179501895002
438408.0,-0.1458782673980614
444204.0,-0.16970586893495132
450045.0,-0.18181192845822708
456772.0,-0.1586817658035104
462751.0,-0.15536577025738224
468739.0,-0.17095158878089875
474634.0,-0.16272166141548844
480654.0,-0.1692809539942603
487590.0,-0.17160521757593553
494496.0,-0.17025551184798948
502185.0,-0.16986847382911213
508759.0,-0.1627904970204715
514514.0,-0.16390063779295438
520298.0,-0.17277604304107752
527054.0,-0.16974044249334228
532627.0,-0.1512405016265895
538256.0,-0.14664214095098135
543961.0,-0.13773498705421108
