0.000000000000000000e+00 9.601035874687831122e-05 -7.927549928308899629e-05 5.099550803572325383e-05 -4.002327382647135760e-05 9.909971253904224506e-21 -7.233827722235622022e-05 3.273143009490316903e-05 -6.641251984802461292e-05 -6.385355711480728989e-05
0.000000000000000000e+00 -2.034612356993200288e-04 2.030037764312154038e-04 -9.842957534450260629e-05 4.913919025037387778e-07 -6.784795235990575134e-22 1.114471466279333520e-04 -1.210618766330311927e-04 8.108833669707888887e-05 1.340275308669099704e-04
0.000000000000000000e+00 3.292534111455086435e-04 -4.653028887941051115e-04 1.031260204882358383e-04 4.405541886688878694e-04 -6.877659012889266354e-20 8.403334460683286971e-05 4.897025710399739414e-04 1.886326058334615423e-04 -3.985855952076187807e-04
0.000000000000000000e+00 1.556157980379386333e-06 7.803687060081204621e-05 2.306258979923750212e-05 -4.292683781512175847e-05 9.789779615336889280e-21 -7.767952606779021348e-05 -6.753241492467601471e-05 -4.716483126567119029e-05 1.228779243812300312e-04
0.000000000000000000e+00 -1.619285496713903120e-04 1.520135430698466028e-04 -7.724316721054686017e-05 -5.090433199401830824e-05 -3.479310315553517293e-22 8.032564377860583764e-05 -1.173412120106726491e-04 2.968503436150944457e-05 8.213860233561887407e-05
0.000000000000000000e+00 2.846307546761415089e-05 -3.010680521449582848e-05 1.549433474506153204e-05 -2.612238197272035177e-05 1.103832521347858862e-20 -2.409631119778731444e-05 9.255043976336388732e-06 -2.490640360395303884e-05 -2.294089150723546650e-05
0.000000000000000000e+00 6.624376989155131789e-05 -1.056253147247116300e-04 1.971355422790597935e-05 5.172345577077616067e-05 -4.752824337907645961e-21 1.279585239262954184e-05 8.937410292966076815e-05 1.909286525736948281e-05 -1.057837612290967117e-04
0.000000000000000000e+00 -5.073895115121485186e-04 7.783701216930575574e-04 -1.571936736369787156e-04 -6.476607741971158018e-04 1.457906839405415818e-19 -1.221513968892600941e-04 -7.227522696635245913e-04 -2.311768154159606753e-04 6.383697411514656795e-04
0.000000000000000000e+00 3.616150645303828814e-05 -7.211473483233341779e-05 1.047423349238188435e-05 8.830033967974691385e-05 -3.518966742361774548e-20 2.026521845582678218e-05 6.064352562996717970e-05 2.662731444748855632e-05 -3.643902017959843814e-05
0.000000000000000000e+00 -1.967365831119765186e-04 3.729328681498507545e-04 -3.742402400138806183e-05 -4.052619315410269010e-04 9.045197280789728989e-20 -1.547448627341252772e-04 -3.921562784904929319e-04 -2.006326909945121376e-04 3.343772071712686525e-04
