index,s1,flh,flk,frh,frk,s2,blh,blk,brh,brk
174,0.0,5284,9521,10488,6193,0.0,4904,9243,10102,5908
173,0.0,5264,9502,10469,6174,0.0,4914,9262,10111,5927
172,0.0,5245,9483,10450,6154,0.0,4924,9281,10111,5946
171,0.0,5226,9464,10450,6135,0.0,4943,9301,10131,5966
170,0.0,5207,9445,10431,6116,0.0,4952,9320,10150,5985
169,0.0,5197,9417,10421,6096,0.0,4971,9330,10170,6004
168,0.0,5178,9407,10392,6077,0.0,4981,9359,10179,6014
167,0.0,5168,9388,10402,6048,0.0,4991,9378,10189,6033
166,0.0,5149,9368,10373,6038,0.0,5010,9378,10199,6052
165,0.0,5140,9349,10344,6019,0.0,5029,9407,10218,6071
164,0.0,5130,9330,10344,6000,0.0,5038,9427,10218,6081
163,0.0,5120,9310,10325,5990,0.0,5067,9445,10238,6109
162,0.0,5111,9291,10306,5980,0.0,5077,9464,10247,6129
161,0.0,5092,9272,10286,5961,0.0,5096,9483,10257,6148
160,0.0,5082,9243,10267,5932,0.0,5124,9502,10257,6157
159,0.0,5063,9233,10257,5912,0.0,5134,9521,10296,6177
158,0.0,5044,9213,10229,5893,0.0,5144,9530,10296,6205
157,0.0,5044,9194,10209,5883,0.0,5163,9559,10296,6225
156,0.0,5034,9175,10200,5854,0.0,5182,9568,10315,6234
155,0.0,5034,9155,10180,5845,0.0,5211,9587,10325,6273
154,0.0,5024,9136,10161,5835,0.0,5220,9597,10325,6292
153,0.0,5015,9117,10142,5806,0.0,5239,9616,10325,6301
152,0.0,4996,9097,10113,5796,0.0,5268,9635,10325,6321
151,0.0,4986,9078,10103,5777,0.0,5287,9644,10335,6340
150,0.0,4967,9059,10075,5757,0.0,5306,9663,10373,6359
149,0.0,4957,9039,10055,5748,0.0,5325,9673,10373,6378
148,0.0,4957,9030,10036,5738,0.0,5344,9692,10393,6407
147,0.0,4957,9000,10017,5728,0.0,5373,9711,10393,6426
146,0.0,4957,8971,9998,5709,0.0,5392,9730,10393,6436
145,0.0,4938,8962,9978,5699,0.0,5402,9739,10403,6455
144,0.0,4919,8933,9969,5690,0.0,5431,9749,10422,6484
143,0.0,4909,8913,9940,5670,0.0,5440,9758,10422,6503
142,0.0,4900,8894,9921,5651,0.0,5459,9777,10432,6512
141,0.0,4900,8884,9901,5632,0.0,5478,9787,10432,6541
140,0.0,4900,8855,9882,5622,0.0,5507,9806,10451,6551
139,0.0,4890,8836,9853,5612,0.0,5517,9815,10461,6580
138,0.0,4890,8836,9834,5603,0.0,5536,9825,10461,6599
137,0.0,4881,8797,9805,5583,0.0,5564,9834,10461,6618
136,0.0,4871,8787,9795,5583,0.0,5583,9844,10470,6647
135,0.0,4861,8778,9776,5555,0.0,5603,9853,10480,6666
134,0.0,4852,8749,9757,5555,0.0,5612,9863,10490,6685
133,0.0,4833,8729,9747,5545,0.0,5641,9882,10490,6704
132,0.0,4833,8720,9728,5536,0.0,5641,9891,10500,6723
131,0.0,4823,8710,9718,5536,0.0,5670,9901,10509,6723
130,0.0,4813,8700,9709,5526,0.0,5690,9910,10500,6743
129,0.0,4804,8681,9680,5517,0.0,5699,9910,10500,6771
128,0.0,4804,8652,9680,5507,0.0,5709,9920,10500,6771
127,0.0,4794,8652,9651,5497,0.0,5728,9929,10509,6791
126,0.0,4794,8642,9651,5497,0.0,5738,9939,10519,6810
125,0.0,4785,8632,9641,5497,0.0,5757,9958,10519,6829
124,0.0,4775,8603,9622,5488,0.0,5777,9958,10529,6829
123,0.0,4775,8603,9603,5488,0.0,5777,9967,10538,6839
122,0.0,4765,8603,9584,5478,0.0,5796,9967,10538,6848
121,0.0,4765,8594,9564,5469,0.0,5806,9967,10548,6858
120,0.0,4756,8594,9555,5469,0.0,5816,9967,10548,6867
119,0.0,4746,8584,9536,5469,0.0,5825,9967,10558,6877
118,0.0,4746,8574,9516,5469,0.0,5825,9967,10567,6896
117,0.0,4737,8574,9497,5469,0.0,5845,9967,10567,6896
116,0.0,4727,8565,9487,5469,0.0,5854,9967,10567,6896
115,0.0,4727,8565,9507,5469,0.0,5854,9967,10577,6896
114,0.0,4718,8565,9497,5469,0.0,5874,9967,10587,6896
113,0.0,4708,8565,9487,5459,0.0,5874,9967,10597,6896
112,0.0,4708,8574,9487,5469,0.0,5874,9967,10606,6896
111,0.0,4698,8574,9497,5469,0.0,5883,9967,10597,6896
110,0.0,4689,8574,9487,5459,0.0,5883,9967,10606,6887
109,0.0,4689,8574,9497,5459,0.0,5883,9967,10606,6867
108,0.0,4689,8584,9497,5469,0.0,5883,9967,10616,6867
107,0.0,4679,8594,9497,5459,0.0,5883,9967,10626,6858
106,0.0,4679,8603,9507,5459,0.0,5883,9958,10626,6848
105,0.0,4670,8594,9507,5469,0.0,5883,9967,10626,6848
104,0.0,4670,8613,9526,5459,0.0,5874,9958,10626,6848
103,0.0,4660,8632,9526,5469,0.0,5874,9939,10626,6839
102,0.0,4650,8642,9536,5469,0.0,5874,9929,10626,6819
101,0.0,4650,8652,9536,5478,0.0,5874,9920,10626,6810
100,0.0,4650,8681,9545,5488,0.0,5864,9920,10626,6810
99,0.0,4650,8700,9555,5488,0.0,5854,9910,10626,6791
98,0.0,4650,8710,9574,5507,0.0,5845,9901,10635,6762
97,0.0,4650,8720,9584,5517,0.0,5835,9901,10645,6752
96,0.0,4650,8749,9574,5526,0.0,5825,9882,10655,6733
95,0.0,4650,8758,9603,5545,0.0,5816,9863,10655,6704
94,0.0,4650,8778,9622,5555,0.0,5796,9853,10664,6675
93,0.0,4650,8797,9632,5573,0.0,5787,9844,10664,6656
92,0.0,4650,8807,9632,5593,0.0,5777,9834,10664,6628
91,0.0,4650,8836,9651,5603,0.0,5748,9815,10674,6608
90,0.0,4660,8865,9661,5622,0.0,5748,9796,10664,6570
89,0.0,4679,8884,9680,5632,0.0,5719,9777,10684,6551
88,0.0,4679,8904,9699,5651,0.0,5699,9768,10684,6532
87,0.0,4679,8942,9718,5680,0.0,5690,9749,10684,6512
86,0.0,4679,8952,9738,5699,0.0,5670,9730,10694,6474
85,0.0,4679,8991,9747,5719,0.0,5641,9720,10694,6455
84,0.0,4679,9030,9757,5728,0.0,5632,9701,10684,6436
83,0.0,4679,9049,9776,5748,0.0,5612,9692,10674,6407
82,0.0,4689,9059,9795,5767,0.0,5593,9663,10664,6388
81,0.0,4689,9078,9805,5787,0.0,5573,9654,10664,6368
80,0.0,4698,9097,9824,5806,0.0,5555,9644,10664,6349
79,0.0,4698,9126,9844,5825,0.0,5536,9616,10664,6321
78,0.0,4698,9155,9863,5845,0.0,5517,9606,10635,6301
77,0.0,4708,9175,9882,5874,0.0,5498,9587,10635,6282
76,0.0,4718,9194,9892,5883,0.0,5469,9568,10626,6273
75,0.0,4727,9213,9921,5903,0.0,5459,9559,10616,6253
74,0.0,4727,9233,9930,5922,0.0,5440,9530,10606,6225
73,0.0,4746,9262,9949,5951,0.0,5421,9511,10597,6205
72,0.0,4756,9272,9969,5961,0.0,5402,9502,10597,6177
71,0.0,4765,9301,9978,5990,0.0,5392,9483,10587,6157
70,0.0,4785,9320,9988,6009,0.0,5373,9473,10567,6138
69,0.0,4794,9330,10007,6019,0.0,5354,9454,10538,6119
68,0.0,4804,9368,10017,6029,0.0,5344,9436,10548,6100
67,0.0,4833,9378,10036,6058,0.0,5325,9427,10538,6071
66,0.0,4833,9397,10065,6077,0.0,5316,9407,10519,6052
65,0.0,4861,9417,10075,6096,0.0,5297,9378,10509,6033
64,0.0,4881,9436,10084,6125,0.0,5287,9368,10500,6014
63,0.0,4900,9445,10103,6135,0.0,5278,9359,10480,6004
62,0.0,4900,9473,10113,6154,0.0,5268,9339,10461,5994
61,0.0,4929,9483,10142,6174,0.0,5249,9330,10461,5975
60,0.0,4957,9502,10142,6193,0.0,5239,9310,10451,5956
59,0.0,4967,9521,10152,6213,0.0,5230,9301,10432,5956
58,0.0,4986,9540,10152,6242,0.0,5220,9281,10432,5937
57,0.0,5005,9549,10161,6251,0.0,5211,9272,10403,5918
56,0.0,5024,9578,10171,6271,0.0,5201,9252,10393,5898
55,0.0,5034,9587,10180,6300,0.0,5191,9233,10364,5889
54,0.0,5053,9606,10190,6319,0.0,5182,9223,10335,5879
53,0.0,5072,9616,10209,6338,0.0,5163,9204,10325,5860
52,0.0,5101,9701,10209,6358,0.0,5163,9194,10296,5850
51,0.0,5120,9654,10219,6377,0.0,5153,9175,10276,5831
50,0.0,5140,9673,10229,6406,0.0,5144,9165,10257,5822
49,0.0,5149,9682,10248,6426,0.0,5134,9146,10238,5802
48,0.0,5178,9692,10257,6455,0.0,5124,9126,10228,5793
47,0.0,5197,9711,10257,6464,0.0,5105,9117,10208,5764
46,0.0,5226,9720,10267,6493,0.0,5096,9097,10179,5764
45,0.0,5245,9730,10277,6513,0.0,5086,9078,10170,5745
44,0.0,5255,9749,10277,6532,0.0,5086,9059,10150,5735
43,0.0,5284,9758,10296,6552,0.0,5077,9049,10141,5716
42,0.0,5312,9787,10296,6571,0.0,5077,9020,10111,5707
41,0.0,5322,9787,10306,6590,0.0,5057,9010,10102,5697
40,0.0,5341,9796,10315,6610,0.0,5048,8991,10092,5687
39,0.0,5370,9815,10325,6629,0.0,5048,8981,10063,5668
38,0.0,5379,9825,10334,6648,0.0,5038,8962,10044,5659
37,0.0,5399,9844,10344,6668,0.0,5029,8942,10034,5649
36,0.0,5427,9863,10344,6668,0.0,5019,8923,10014,5639
35,0.0,5437,9882,10354,6697,0.0,5019,8913,10005,5620
34,0.0,5475,9882,10363,6706,0.0,5010,8894,9985,5611
33,0.0,5495,9901,10363,6735,0.0,5010,8875,9966,5601
32,0.0,5504,9910,10373,6745,0.0,5000,8855,9937,5591
31,0.0,5523,9910,10392,6755,0.0,4991,8836,9927,5582
30,0.0,5533,9929,10383,6774,0.0,4981,8807,9917,5573
29,0.0,5543,9929,10383,6784,0.0,4971,8787,9898,5563
28,0.0,5562,9939,10392,6784,0.0,4971,8768,9879,5563
27,0.0,5571,9939,10411,6803,0.0,4962,8758,9869,5554
26,0.0,5590,9948,10411,6823,0.0,4962,8729,9869,5554
25,0.0,5590,9948,10421,6832,0.0,4952,8710,9850,5535
24,0.0,5600,9948,10421,6832,0.0,4952,8700,9840,5535
23,0.0,5619,9958,10431,6852,0.0,4943,8681,9820,5525
22,0.0,5638,9958,10421,6852,0.0,4943,8662,9801,5516
21,0.0,5647,9958,10431,6852,0.0,4933,8642,9801,5516
20,0.0,5647,9958,10440,6861,0.0,4924,8642,9791,5516
19,0.0,5667,9967,10440,6861,0.0,4924,8623,9782,5506
18,0.0,5686,9967,10450,6871,0.0,4914,8613,9772,5506
17,0.0,5686,9967,10460,6861,0.0,4914,8603,9762,5506
16,0.0,5705,9967,10460,6871,0.0,4904,8603,9743,5506
15,0.0,5714,9967,10469,6871,0.0,4904,8594,9743,5506
14,0.0,5724,9967,10488,6871,0.0,4895,8594,9733,5506
13,0.0,5733,9967,10488,6871,0.0,4895,8594,9743,5506
12,0.0,5733,9967,10488,6871,0.0,4895,8594,9733,5506
11,0.0,5743,9958,10488,6861,0.0,4895,8584,9714,5497
10,0.0,5733,9958,10498,6861,0.0,4895,8584,9714,5506
9,0.0,5724,9958,10498,6861,0.0,4885,8584,9704,5506
8,0.0,5733,9958,10508,6861,0.0,4885,8584,9694,5516
7,0.0,5724,9958,10508,6852,0.0,4876,8594,9704,5516
6,0.0,5724,9958,10508,6842,0.0,4866,8594,9694,5516
5,0.0,5705,9948,10527,6842,0.0,4866,8603,9694,5525
4,0.0,5695,9958,10546,6813,0.0,4857,8613,9694,5525
3,0.0,5695,9958,10546,6803,0.0,4857,8623,9694,5535
2,0.0,5686,9958,10565,6784,0.0,4857,8642,9694,5554
1,0.0,5667,9958,10546,6774,0.0,4857,8652,9694,5554
0,0.0,5647,9958,10556,6765,0.0,4857,8662,9704,5554
199,0.0,5647,9958,10556,6755,0.0,4847,8671,9714,5563
198,0.0,5647,9948,10565,6726,0.0,4847,8700,9723,5573
197,0.0,5628,9948,10556,6697,0.0,4847,8710,9733,5573
196,0.0,5600,9939,10556,6687,0.0,4837,8729,9743,5601
195,0.0,5590,9920,10565,6677,0.0,4837,8749,9753,5601
194,0.0,5590,9910,10565,6639,0.0,4837,8768,9753,5611
193,0.0,5571,9891,10565,6619,0.0,4828,8787,9791,5620
192,0.0,5552,9882,10565,6610,0.0,4828,8816,9801,5630
191,0.0,5533,9863,10565,6590,0.0,4828,8846,9811,5649
190,0.0,5523,9834,10565,6571,0.0,4828,8865,9830,5659
189,0.0,5504,9825,10565,6552,0.0,4828,8894,9840,5668
188,0.0,5495,9806,10556,6522,0.0,4828,8923,9859,5687
187,0.0,5475,9787,10556,6493,0.0,4828,8942,9869,5707
186,0.0,5466,9758,10546,6474,0.0,4828,8962,9888,5726
185,0.0,5437,9739,10537,6455,0.0,4828,8991,9917,5735
184,0.0,5437,9720,10527,6416,0.0,4828,9020,9927,5755
183,0.0,5418,9701,10527,6397,0.0,4828,9049,9937,5764
182,0.0,5399,9682,10527,6377,0.0,4837,9068,9966,5783
181,0.0,5379,9663,10517,6338,0.0,4847,9088,9985,5793
180,0.0,5379,9635,10537,6319,0.0,4847,9117,10005,5822
179,0.0,5370,9625,10517,6309,0.0,4857,9126,10024,5831
178,0.0,5341,9606,10508,6280,0.0,4866,9146,10044,5850
177,0.0,5331,9578,10498,6251,0.0,4885,9175,10053,5870
176,0.0,5322,9568,10498,6242,0.0,4895,9194,10073,5889
175,0.0,5293,9540,10488,6213,0.0,4895,9213,10092,5898
174,0.0,5284,9521,10488,6203,0.0,4904,9233,10102,5918
173,0.0,5264,9502,10460,6174,0.0,4914,9252,10111,5937
172,0.0,5255,9492,10440,6164,0.0,4924,9281,10121,5956
171,0.0,5236,9464,10440,6135,0.0,4943,9301,10131,5966
170,0.0,5216,9445,10431,6116,0.0,4952,9320,10150,5994
169,0.0,5197,9427,10431,6096,0.0,4991,9330,10170,6014
168,0.0,5178,9407,10392,6087,0.0,4971,9359,10179,6023
167,0.0,5159,9388,10392,6048,0.0,4991,9378,10179,6042
166,0.0,5149,9368,10373,6038,0.0,5010,9388,10199,6062
165,0.0,5149,9349,10344,6029,0.0,5019,9417,10218,6081
164,0.0,5130,9330,10344,6000,0.0,5038,9427,10218,6090
163,0.0,5120,9310,10325,5990,0.0,5057,9454,10238,6119
162,0.0,5111,9291,10296,5970,0.0,5077,9464,10247,6138
161,0.0,5092,9272,10286,5961,0.0,5096,9473,10257,6148
160,0.0,5082,9243,10277,5932,0.0,5115,9492,10267,6167
159,0.0,5063,9233,10248,5912,0.0,5134,9511,10286,6196
158,0.0,5053,9213,10238,5893,0.0,5144,9530,10296,6205
157,0.0,5044,9194,10209,5883,0.0,5163,9559,10286,6225
156,0.0,5034,9175,10190,5854,0.0,5182,9568,10315,6244
155,0.0,5034,9146,10180,5845,0.0,5201,9587,10315,6273
154,0.0,5024,9136,10161,5825,0.0,5220,9597,10325,6292
153,0.0,5005,9117,10132,5816,0.0,5230,9616,10325,6301
152,0.0,4996,9088,10113,5796,0.0,5268,9635,10325,6311
151,0.0,4986,9068,10094,5767,0.0,5287,9654,10354,6340
150,0.0,4977,9059,10075,5757,0.0,5306,9663,10373,6359
149,0.0,4957,9039,10055,5748,0.0,5325,9682,10383,6378
148,0.0,4957,9010,10036,5738,0.0,5354,9682,10393,6397
147,0.0,4948,8991,10026,5728,0.0,5373,9711,10393,6426
146,0.0,4948,8971,9998,5719,0.0,5392,9720,10393,6436
145,0.0,4938,8952,9978,5690,0.0,5402,9730,10403,6455
144,0.0,4929,8933,9969,5680,0.0,5431,9749,10422,6484
143,0.0,4909,8913,9940,5670,0.0,5440,9768,10422,6493
142,0.0,4909,8894,9921,5651,0.0,5459,9777,10432,6512
141,0.0,4900,8875,9901,5632,0.0,5469,9787,10441,6541
140,0.0,4900,8846,9872,5622,0.0,5507,9806,10441,6551
139,0.0,4900,8836,9853,5603,0.0,5526,9815,10461,6580
138,0.0,4881,8816,9834,5603,0.0,5545,9825,10451,6599
137,0.0,4881,8787,9815,5583,0.0,5555,9844,10461,6608
136,0.0,4861,8787,9795,5583,0.0,5583,9844,10470,6637
135,0.0,4861,8768,9776,5555,0.0,5603,9853,10480,6666
134,0.0,4852,8749,9757,5555,0.0,5612,9872,10490,6685
133,0.0,4842,8729,9738,5555,0.0,5641,9882,10490,6704
132,0.0,4833,8710,9738,5536,0.0,5651,9891,10500,6714
131,0.0,4823,8710,9718,5526,0.0,5661,9901,10500,6733
130,0.0,4823,8691,9699,5526,0.0,5690,9910,10500,6743
129,0.0,4804,8671,9690,5517,0.0,5699,9920,10509,6771
128,0.0,4804,8652,9670,5507,0.0,5709,9910,10509,6771
127,0.0,4794,8652,9651,5497,0.0,5728,9929,10509,6800
126,0.0,4794,8642,9641,5497,0.0,5748,9939,10509,6810
125,0.0,4785,8623,9632,5497,0.0,5757,9958,10519,6829
124,0.0,4775,8613,9613,5488,0.0,5777,9967,10519,6839
123,0.0,4775,8603,9613,5478,0.0,5787,9967,10529,6848
122,0.0,4765,8603,9584,5469,0.0,5806,9967,10538,6858
121,0.0,4765,8594,9574,5469,0.0,5816,9967,10548,6858
120,0.0,4756,8584,9564,5459,0.0,5825,9967,10548,6867
119,0.0,4756,8574,9574,5459,0.0,5835,9967,10548,6896
118,0.0,4746,8565,9574,5459,0.0,5854,9967,10567,6887
117,0.0,4737,8565,9564,5449,0.0,5864,9967,10567,6896
116,0.0,4727,8565,9564,5449,0.0,5874,9967,10567,6906
115,0.0,4727,8565,9564,5449,0.0,5874,9967,10567,6906
114,0.0,4718,8565,9555,5440,0.0,5874,9967,10577,6906
113,0.0,4708,8565,9555,5440,0.0,5874,9967,10577,6906
112,0.0,4708,8565,9555,5449,0.0,5883,9967,10587,6906
111,0.0,4698,8565,9555,5440,0.0,5893,9967,10597,6896
110,0.0,4689,8565,9555,5440,0.0,5893,9967,10606,6896
109,0.0,4689,8565,9545,5449,0.0,5903,9958,10606,6896
108,0.0,4689,8574,9536,5449,0.0,5903,9958,10597,6896
107,0.0,4689,8584,9545,5459,0.0,5903,9939,10606,6896
106,0.0,4689,8594,9555,5459,0.0,5893,9939,10616,6867
105,0.0,4679,8594,9555,5459,0.0,5893,9939,10626,6858
104,0.0,4679,8603,9545,5469,0.0,5883,9929,10626,6848
103,0.0,4670,8623,9545,5469,0.0,5883,9920,10626,6848
102,0.0,4670,8642,9555,5478,0.0,5874,9920,10626,6819
101,0.0,4660,8642,9555,5478,0.0,5874,9920,10645,6810
100,0.0,4650,8652,9564,5488,0.0,5874,9910,10645,6791
99,0.0,4650,8652,9564,5497,0.0,5854,9901,10664,6771
98,0.0,4650,8681,9574,5507,0.0,5854,9891,10664,6752
97,0.0,4650,8691,9584,5517,0.0,5825,9882,10664,6733
96,0.0,4650,8710,9603,5526,0.0,5825,9882,10664,6714
95,0.0,4650,8720,9613,5536,0.0,5816,9863,10655,6695
94,0.0,4650,8768,9622,5555,0.0,5806,9844,10664,6666
93,0.0,4670,8807,9632,5564,0.0,5787,9834,10664,6656
92,0.0,4670,8836,9651,5593,0.0,5777,9815,10674,6618
91,0.0,4670,8855,9661,5603,0.0,5757,9806,10664,6608
90,0.0,4670,8884,9680,5622,0.0,5738,9787,10664,6580
89,0.0,4670,8894,9699,5632,0.0,5728,9777,10664,6551
88,0.0,4660,8904,9709,5651,0.0,5709,9758,10674,6532
87,0.0,4660,8933,9728,5680,0.0,5690,9749,10674,6503
86,0.0,4650,8952,9738,5690,0.0,5670,9730,10674,6474
85,0.0,4650,8971,9757,5719,0.0,5651,9711,10674,6455
84,0.0,4650,9000,9776,5728,0.0,5641,9692,10674,6436
83,0.0,4660,9039,9776,5748,0.0,5612,9682,10674,6416
82,0.0,4679,9078,9795,5767,0.0,5603,9663,10674,6388
81,0.0,4689,9107,9815,5787,0.0,5583,9654,10664,6368
80,0.0,4698,9117,9844,5806,0.0,5555,9635,10664,6340
79,0.0,4708,9146,9853,5825,0.0,5536,9616,10664,6321
78,0.0,4708,9165,9872,5854,0.0,5526,9597,10655,6301
77,0.0,4718,9175,9892,5874,0.0,5507,9578,10655,6273
76,0.0,4727,9184,9901,5893,0.0,5478,9568,10655,6253
75,0.0,4727,9204,9921,5903,0.0,5459,9549,10645,6234
74,0.0,4737,9233,9930,5922,0.0,5440,9530,10626,6205
73,0.0,4746,9252,9959,5941,0.0,5421,9511,10626,6129
72,0.0,4756,9272,9969,5961,0.0,5411,9502,10606,6157
71,0.0,4785,9301,9978,5980,0.0,5392,9483,10597,6138
70,0.0,4804,9320,9978,6000,0.0,5383,9473,10587,6119
69,0.0,4823,9330,10017,6019,0.0,5364,9445,10567,6100
68,0.0,4823,9359,10026,6038,0.0,5344,9436,10567,6090
67,0.0,4823,9378,10036,6048,0.0,5325,9427,10548,6071
66,0.0,4842,9388,10055,6077,0.0,5316,9397,10538,6052
65,0.0,4861,9417,10065,6096,0.0,5306,9388,10509,6033
64,0.0,4881,9436,10084,6125,0.0,5287,9368,10509,6014
63,0.0,4900,9445,10113,6135,0.0,5278,9359,10509,6004
62,0.0,4900,9473,10132,6154,0.0,5268,9339,10490,6004
61,0.0,4929,9492,10123,6174,0.0,5249,9330,10480,5985
60,0.0,4948,9511,10142,6184,0.0,5239,9320,10461,5956
59,0.0,4957,9511,10142,6203,0.0,5230,9301,10432,5946
58,0.0,4986,9530,10142,6242,0.0,5220,9281,10422,5927
57,0.0,5015,9540,10152,6251,0.0,5211,9272,10412,5908
56,0.0,5024,9549,10161,6261,0.0,5211,9252,10393,5898
55,0.0,5034,9578,10171,6300,0.0,5191,9233,10393,5889
54,0.0,5044,9606,10180,6319,0.0,5182,9233,10364,5870
53,0.0,5063,9625,10190,6338,0.0,5172,9204,10325,5850
52,0.0,5092,9635,10209,6358,0.0,5163,9194,10325,5841
51,0.0,5120,9663,10209,6377,0.0,5153,9175,10315,5831
50,0.0,5140,9663,10219,6406,0.0,5144,9165,10296,5802
49,0.0,5149,9682,10229,6435,0.0,5134,9146,10276,5802
48,0.0,5178,9692,10238,6455,0.0,5124,9117,10247,5783
47,0.0,5188,9711,10257,6474,0.0,5115,9097,10228,5764
46,0.0,5216,9720,10267,6503,0.0,5105,9088,10218,5755
45,0.0,5236,9739,10267,6522,0.0,5096,9068,10189,5745
44,0.0,5255,9749,10277,6542,0.0,5086,9059,10179,5726
43,0.0,5284,9768,10286,6561,0.0,5077,9039,10150,5716
42,0.0,5303,9787,10286,6581,0.0,5077,9020,10131,5707
41,0.0,5312,9796,10306,6600,0.0,5057,9000,10111,5687
40,0.0,5341,9796,10315,6610,0.0,5057,8981,10102,5668
39,0.0,5379,9815,10315,6639,0.0,5048,8962,10092,5659
38,0.0,5379,9834,10325,6668,0.0,5038,8942,10063,5649
37,0.0,5399,9834,10334,6668,0.0,5029,8923,10053,5649
36,0.0,5427,9853,10334,6687,0.0,5019,8904,10034,5620
35,0.0,5437,9872,10344,6697,0.0,5019,8884,10014,5611
34,0.0,5475,9882,10354,6706,0.0,5019,8865,10005,5601
33,0.0,5495,9891,10363,6735,0.0,5010,8846,9976,5601
32,0.0,5504,9901,10363,6755,0.0,5000,8826,9956,5591
31,0.0,5514,9910,10373,6755,0.0,4991,8797,9947,5573
30,0.0,5533,9920,10373,6774,0.0,4981,8778,9937,5563
29,0.0,5543,9929,10392,6784,0.0,4971,8758,9927,5554
28,0.0,5562,9939,10402,6794,0.0,4962,8749,9898,5554
27,0.0,5562,9939,10411,6803,0.0,4962,8729,9879,5535
26,0.0,5581,9948,10411,6813,0.0,4962,8710,9869,5525
25,0.0,5590,9948,10421,6832,0.0,4952,8691,9869,5525
24,0.0,5600,9958,10421,6842,0.0,4952,8681,9850,5516
23,0.0,5628,9958,10421,6842,0.0,4943,8662,9840,5516
22,0.0,5638,9958,10431,6842,0.0,4943,8642,9820,5516
21,0.0,5647,9958,10431,6852,0.0,4943,8642,9820,5506
20,0.0,5647,9967,10440,6861,0.0,4933,8623,9811,5506
19,0.0,5667,9967,10440,6852,0.0,4924,8603,9791,5506
18,0.0,5686,9967,10460,6861,0.0,4924,8603,9791,5506
17,0.0,5695,9967,10460,6871,0.0,4924,8603,9772,5506
16,0.0,5705,9977,10479,6871,0.0,4914,8603,9762,5497
15,0.0,5714,9967,10479,6871,0.0,4904,8584,9753,5506
14,0.0,5724,9967,10488,6871,0.0,4885,8584,9743,5506
13,0.0,5724,9967,10479,6871,0.0,4895,8584,9743,5497
12,0.0,5733,9967,10488,6871,0.0,4895,8574,9733,5506
11,0.0,5733,9958,10488,6871,0.0,4895,8584,9733,5506
10,0.0,5743,9958,10488,6861,0.0,4895,8574,9714,5497
9,0.0,5733,9958,10498,6861,0.0,4895,8574,9714,5506
8,0.0,5733,9958,10508,6861,0.0,4885,8584,9704,5506
7,0.0,5724,9958,10508,6852,0.0,4876,8594,9694,5506
6,0.0,5724,9958,10508,6842,0.0,4876,8594,9694,5506
5,0.0,5714,9948,10537,6832,0.0,4866,8603,9694,5516
4,0.0,5705,9948,10556,6813,0.0,4857,8603,9704,5516
3,0.0,5695,9958,10556,6803,0.0,4857,8623,9694,5535
2,0.0,5686,9958,10556,6784,0.0,4847,8632,9694,5535
1,0.0,5676,9948,10565,6774,0.0,4847,8642,9694,5554
0,0.0,5657,9958,10546,6765,0.0,4847,8662,9704,5554
199,0.0,5647,9948,10556,6745,0.0,4847,8671,9714,5554
198,0.0,5647,9948,10556,6735,0.0,4847,8691,9723,5563
197,0.0,5638,9948,10556,6697,0.0,4847,8710,9733,5573
