-5.547090199806002002e-04 5.456374449270668357e-04 -3.304163973514312610e-04 -5.984547830800154367e-04 3.193810196051988497e-04 -4.193704842429049617e-04 -1.112645242325177851e-04 -4.614438647471401801e-05 0.000000000000000000e+00 0.000000000000000000e+00
-1.984069719317913536e-04 -8.524843766643532775e-05 -1.210948484035825114e-04 8.639274420265141436e-04 4.189602999417640396e-04 2.735461961310139360e-04 6.500606412464190759e-04 8.878557696681373319e-05 0.000000000000000000e+00 0.000000000000000000e+00
4.647811092475776667e-05 4.371893408372635147e-04 1.438695517184297051e-04 -3.218386028759437920e-04 -4.756696453084003186e-04 -3.155341482696209917e-04 -1.816521482018039122e-04 6.254537850423862308e-04 0.000000000000000000e+00 0.000000000000000000e+00
5.320196004257876513e-04 -7.869642850237817261e-04 3.354705977494370096e-04 -3.277680267890458452e-05 -4.052849919198366914e-04 1.760388239863147240e-04 -2.800460981037903316e-04 -4.098205174259883163e-04 0.000000000000000000e+00 0.000000000000000000e+00
-1.759672629193469564e-04 3.606619924449782711e-04 2.644697213918491751e-05 -6.036374506536356863e-04 -3.062932732175343339e-04 -6.121618392967086934e-04 -4.675679203874977740e-04 3.699613347069049098e-04 0.000000000000000000e+00 0.000000000000000000e+00
6.184382434491125574e-04 -6.904038465438498001e-04 3.781678852872997392e-04 1.703343539030620335e-05 -4.620486652370736028e-04 2.726040442550688690e-04 -1.853868273272821525e-04 -2.841374642700199510e-04 0.000000000000000000e+00 0.000000000000000000e+00
-6.782490943092654928e-04 1.024101558249107449e-03 -4.028900994900965946e-04 -6.469369477609126931e-04 1.848278521582284869e-04 -6.529486372802312819e-04 -2.493463625209207338e-04 6.578949255624975349e-04 0.000000000000000000e+00 0.000000000000000000e+00
-1.939868283940580169e-04 -1.228417859777981706e-04 -1.524227831584484773e-04 7.394822665531230717e-04 4.770090080032655033e-04 3.041434704062770194e-04 6.299412856083615782e-04 -1.554000326662186438e-04 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00

def matprint(mat, fmt="g"):
    col_maxes = [max([len(("{:"+fmt+"}").format(x)) for x in col]) for col in mat.T]
    for x in mat:
        for i, y in enumerate(x):
            print(("{:"+str(int(col_maxes[i]))+fmt+"}").format(y), end="  ")
        print("")
  
