time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after
6.000279664993286,-0.23865926670839982,0.1599184460822512,-0.053051805120114606,-0.5746591304371117,0.5701529489131794,0.01,0.02179265022277832,0.017512083053588867,0.0049810084,0.017749399,-0.23865926670839982,0.08957958221435547,1.5277958333573338,0.34307153309039623
4.8345348834991455,-0.12679613560863884,0.09166885150632481,0.01579590567610296,-0.3508683407406203,0.5167945146862098,0.01,0.009091854095458984,0.034212589263916016,0.0049233595,0.019450262,-0.22747295359842373,0.07784366607666016,1.0015727905063503,0.4274628409182514
3.9359707832336426,-0.11358350701259048,0.04529552493874376,-0.043862477568703144,-0.19968464740850123,0.35891625802891575,0.01,0.008679866790771484,0.04113483428955078,0.0048587485,0.03035312,-0.2160840089398404,0.06000185012817383,0.2706258458904113,0.2763101530449433
5.249379873275757,-0.17205481343405654,0.11077170919496876,-0.019379276481299217,-0.3587169305342388,0.598954442649269,0.01,0.024855375289916992,0.05578947067260742,0.0048923325,0.016700083,-0.21168108938926203,0.059769392013549805,0.45518276233113464,0.37994636542536897
5.173893928527832,-0.14565056614339011,0.1339381004531086,0.008754192258346278,-0.48747494265176183,0.48532417446352033,0.01,0.0248258113861084,0.062027931213378906,0.00497308,0.020109596,-0.20507803706467484,0.11512637138366699,0.5194809312157351,0.5126254755494846
4.47371506690979,-0.13617930305546183,0.058198947716585674,-0.05320121694489477,-0.2670430394196193,0.4368887254713923,0.01,0.00881814956665039,0.04446697235107422,0.0049058655,0.024078976,-0.19818816366375352,0.0672755241394043,0.35863177158217313,0.2753434810487847
4.396373987197876,-0.12811850858208798,0.09377292270376474,0.015936438501186846,-0.27408146598347666,0.3898147342847062,0.01,0.009615898132324219,0.06607413291931152,0.004972252,0.026391882,-0.19118119815558698,0.05667996406555176,0.468225939294478,0.46152597308492743
4.498166084289551,-0.0847360934467341,0.06342587681964555,-0.006159613558826842,-0.20761690563908886,0.6086956175045587,0.01,0.009293556213378906,0.039383888244628906,0.0049984455,0.016458757,-0.1805366876847017,0.07582449913024902,0.9620207727351952,0.6279690308709152
4.698269844055176,-0.04510599014753916,0.08687510778471495,0.15937866309066287,-0.20989821792102312,0.4275451973050516,0.01,0.009086370468139648,0.05917096138000488,0.0050090877,0.024486672,-0.16699361793098547,0.0688638687133789,1.1623379975232,0.9924997411841516
3.5948197841644287,-0.09088011689149786,0.06551128844651286,0.010694694417148728,-0.20745250872164872,0.4842512809514988,0.01,0.024786710739135742,0.07062721252441406,0.004954323,0.020911912,-0.15938226782703668,0.07451510429382324,0.9967042917855702,0.5206305144513813
4.092203855514526,-0.05811684538262819,0.042714375557624897,-0.01802119998612136,-0.1343338310554968,0.4589326575000879,0.01,0.008183479309082031,0.042014122009277344,0.005005364,0.021866014,-0.14925572558259584,0.29578304290771484,1.5070445919797122,0.9073679499317405
3.9926812648773193,-0.09315276999567401,0.08336016137177928,-0.004660916556997825,-0.2761321275555439,0.4685435918247408,0.01,0.044069528579711914,0.06058478355407715,0.005000575,0.02148025,-0.14364543002390368,0.1516563892364502,0.8644297893081563,0.7811407785490627
3.547107696533203,-0.045516735058891956,0.05126300457708641,0.054909783742016924,-0.1437101837308835,0.40076022560022445,0.01,0.004941463470458984,0.0482943058013916,0.0050448957,0.02463653,-0.1338325605274025,0.03315305709838867,0.9324598258602692,0.7566227572856765
3.769472599029541,-0.03145610194628735,0.04939079085940829,0.09790198433589631,-0.10714819417897149,0.46408287167758,0.01,0.009109020233154297,0.04627108573913574,0.005000747,0.02178437,-0.12359491466929098,0.06635403633117676,1.2149969045221705,0.9970145054459032
4.543797254562378,-0.12884646202539476,0.1369733462036591,-0.02998555689160769,-0.5038643861401154,0.4649303758742035,0.01,0.008924007415771484,0.06577444076538086,0.0050158706,0.020770459,-0.12412006940490136,0.06337213516235352,0.9674509996495679,0.5958630035460151
2.9587342739105225,-0.08288517986580335,0.04941315952638201,-0.002172290172415012,-0.17809497012428027,0.47994096166919714,0.01,0.04823637008666992,0.05498075485229492,0.0049961745,0.020575408,-0.11999658045099157,0.04921603202819824,0.777189412617987,0.4728900991224609
3.810624361038208,-0.06596493885965483,0.05544738510496,0.021402966197645427,-0.18443785281167835,0.5507257069721033,0.01,0.005060672760009766,0.053871870040893555,0.004956536,0.018254658,-0.1145934162918579,0.05237889289855957,0.6685026500163834,0.6118986697723426
3.5323002338409424,-0.0413572198590393,0.03180848065271481,0.0074741254858731315,-0.07868784264036321,0.4205498816361529,0.01,0.001996755599975586,0.05170631408691406,0.004951991,0.024270235,-0.10726979664857605,0.0435941219329834,0.9858366773983599,0.6933005389455607
3.634420394897461,-0.06532754145827133,0.0768100696817621,0.07170231272640948,-0.25071992230487905,0.5042090324971468,0.01,0.00086212158203125,0.08905720710754395,0.004971087,0.018957887,-0.10307557112954559,0.046549081802368164,0.7974580333858998,0.7326183798229996
4.8150248527526855,-0.11275089164763193,0.13351395408044375,0.05250082156136607,-0.46556029751104344,0.4356785833750302,0.01,0.0165255069732666,0.12243890762329102,0.0050018867,0.021995392,-0.10404310318135422,0.22585296630859375,0.7520827442755362,0.6848692342501547
2.9989945888519287,-0.04178160653791542,0.05224510086960138,0.09698173817770471,-0.09911917712635326,0.38456667456791843,0.01,0.008471250534057617,0.11976957321166992,0.0050254157,0.026943654,-0.09781695351701034,0.0764153003692627,2.1430710420543875,0.9300303446808867
3.2273998260498047,-0.07083243478064105,0.03757331208567377,-0.027724739778175172,-0.1489236409759285,0.4314014782863303,0.01,0.008940458297729492,0.052652597427368164,0.004954569,0.02313028,-0.0951185016433734,0.05591106414794922,0.7125800180404513,0.3594809914421161
3.7190489768981934,-0.043081586583572404,0.040326057452010095,0.02172563775947965,-0.12477233974290627,0.5495983907066725,0.01,0.010808706283569336,0.15209245681762695,0.004962872,0.01806957,-0.0899148101373933,0.20619726181030273,1.2266264041258066,0.769317177803517
