steps,return
45833.0,-3.5826023736127794
92311.0,-0.11641684677936737
137970.0,-0.1800922059778282
176887.0,-0.20262016768217092
217243.0,-0.7511768930807422
261620.0,-0.21180900293680646
299986.0,-0.2199257619278223
339375.0,-0.22198823690477448
362484.0,-0.23258430402833544
388447.0,-0.2409166903903961
413693.0,-0.20350604725384314
434320.0,-0.20147884309152703
456315.0,-0.17783828225685733
473851.0,-0.18737041195982662
482371.0,-0.1896313743806893
489614.0,-0.1883502644820423
499028.0,-0.14435895429269635
510448.0,-0.19981168084077347
522190.0,-0.18604777353182692
531462.0,-0.17461291714002058
