steps,return
2000.0,-1.570218394241073
4000.0,-0.7744183190425054
6000.0,-0.09483932402478551
8000.0,0.7579085746861055
10000.0,1.601756178398345
12000.0,1.9666934491119807
14000.0,2.375773036262501
16000.0,2.5750019160256876
18000.0,2.5927544183979543
20000.0,3.1035245607738635
22000.0,2.7459466627277545
24000.0,3.365896291502393
26000.0,2.3781409229442296
28000.0,4.337488242258442
30000.0,3.2316093249966116
32000.0,4.022448111509122
34000.0,3.813570786232409
36000.0,3.87781872494506
38000.0,4.353653196858051
40000.0,3.609997130885894
42000.0,3.9740220331283043
44000.0,3.6674555708484853
46000.0,4.201806178350696
48000.0,3.9135777258694566
50000.0,3.6169960927470233
52000.0,4.068156637067468
54000.0,4.349826213850017
56000.0,4.092462550120085
58000.0,4.183509220996647
60000.0,4.074569192741747
62000.0,4.383815521842835
64000.0,3.6247236012239137
66000.0,4.860910881106324
68000.0,4.574951270745296
70000.0,4.642548258544998
72000.0,4.578532505256954
74000.0,3.9724512728325054
76000.0,4.608874423197713
78000.0,4.320151234050107
80000.0,4.526635339848925
82000.0,4.20419315037433
84000.0,4.343625019461111
86000.0,4.379321990457605
88000.0,4.667679489237244
90000.0,4.8137779118664215
92000.0,4.614120213977661
94000.0,5.253827228982072
96000.0,5.397891946369695
98000.0,4.7476806930494195
