steps,return
108195.0,-0.24294012635289372
220504.0,-0.24989075491054435
335883.0,-0.2614880592396558
451395.0,-0.3589206593677228
559841.0,-0.32761145301653427
670467.0,-0.48194415338847857
777851.0,-0.5153857085498509
873904.0,-0.6865534462083697
970606.0,-0.18078961080749603
1057144.0,-0.15794486252328427
1123437.0,-0.22608199049351316
1159828.0,-0.17837200686663857
1185620.0,-0.1969267866452652
1200981.0,-0.16703670409661048
1218892.0,-0.16399504246688254
1231921.0,-0.15095082629789786
1247946.0,-0.15111543057970844
1262099.0,-0.13866939851577836
1279986.0,-0.13691942160559645
1296303.0,-0.13355923391288024
1317152.0,-0.1295835596552545
1332427.0,-0.1281932627910306
1356410.0,-0.12936349322359034
1377216.0,-0.12888301559139137
1391545.0,-0.13120388306998304
1408421.0,-0.12986240560999862
1424617.0,-0.12761803577602537
1439751.0,-0.12511016059237898
1456872.0,-0.12844484619621
1478622.0,-0.128296871245686
1496233.0,-0.13411006405414438
1506263.0,-0.11337391697220722
1523936.0,-0.11394975958536294
1539935.0,-0.11184572750010424
1554345.0,-0.11191922991423486
1571038.0,-0.11067255158816924
1582684.0,-0.109582754941601
1600378.0,-0.10851790924206824
1615671.0,-0.10881379094452259
1629054.0,-0.10824491649341678
