time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after
6.0909388065338135,0.01884893808703227,0.08099088445018289,0.15136564492679724,-0.12576951828569022,0.0012631725855456828,0.01,0.014572858810424805,0.07253599166870117,1.1237879,5.591816,0.01884893808703227,0.05158352851867676,2.224067198434884,0.9281881706753423
7.328025817871094,0.0005750920718251541,0.09131797376743946,0.1408459911638107,-0.1628374409544225,0.0034472776455117932,0.01,0.0064389705657958984,0.07780051231384277,1.2363231,2.2543933,0.017021553485511556,0.059839725494384766,1.0046557961736662,0.9848644207892377
5.6101086139678955,-0.05262237350401899,0.06092899878241179,0.01414081146361065,-0.16603268562899737,0.0005769758822213953,0.01,0.004584789276123047,0.053629398345947266,1.1563877,8.774085,0.010057160786558501,0.047089576721191406,1.1212999262257846,0.6205143259346717
5.661996841430664,0.022604794236250114,0.08343834412261403,0.18648136917567382,-0.08284485000157081,0.005429680781661691,0.01,0.004794597625732422,0.05675864219665527,1.2450446,2.2797601,0.011311924131527663,0.04893851280212402,2.068510938882971,0.6967593438726309
7.163019180297852,-0.023968450492886935,0.10142587691978512,0.1309858720580036,-0.17648022932523175,0.0023825419663229563,0.01,0.006831169128417969,0.08172917366027832,1.1586378,2.4991612,0.0077838866690862025,0.0651543140411377,1.3189915999769026,0.9993493103576703
5.5191144943237305,-0.020513128476775465,0.02872022729134445,0.017462469585416154,-0.06249464361953676,0.0004398111113148929,0.01,0.004655361175537109,0.05787086486816406,1.1638371,139.93433,0.004954185154500036,0.042717695236206055,0.9913216955398786,0.8368815401631305
5.189103841781616,0.010380344878510913,0.05020076086029891,0.08044539987606666,-0.09708933557367179,0.0016077806896628247,0.01,0.0042455196380615234,0.05142021179199219,1.3413543,8.210786,0.005496801126901124,0.03897404670715332,1.2140354748650566,0.8743022190299653
5.0840864181518555,0.02593900606787174,0.10027370777229903,0.28805073157828825,-0.0872692597884834,0.0008630694171368374,0.01,0.004411935806274414,0.05308675765991211,1.2907526,7.209511,0.007541021620998186,0.04378938674926758,0.9118917922546469,0.8914839583336787
4.86492657661438,0.00431081736187887,0.05113616903751917,0.10866157726674772,-0.061741644403782533,0.003660512827231519,0.01,0.004253864288330078,0.05242013931274414,1.230496,2.636821,0.007218001195086255,0.04329657554626465,1.4810880405900846,0.9940144470026717
5.924777984619141,-0.001391133004105772,0.07129311074453377,0.19795657032069905,-0.05549562221023143,0.004870921861517355,0.01,0.0052890777587890625,0.06190299987792969,1.145354,2.8946214,0.006357087775167053,0.055737972259521484,1.0015631499530013,1.000088594931199
6.152166843414307,-0.0072497353296363375,0.070002877720039,0.11694213795868,-0.11616871865890159,0.001662359924483356,0.01,0.005465507507324219,0.06876802444458008,1.2693982,2.6599298,0.004996405464686714,0.06246590614318848,0.9742743201575159,0.9103272518253454
7.333148956298828,0.03594496104826346,0.13116630331087725,0.2971369226604515,-0.10962442935408741,0.00010570110703691055,0.01,0.006693601608276367,0.08142495155334473,1.2467877,275.9382,0.008091261023044388,0.06912088394165039,0.8569358413848656,0.6960433256657729
7.038876056671143,0.04564388470421592,0.13131243548884727,0.2868947947599577,-0.15746630553011692,0.0008939135826691633,0.01,0.006615161895751953,0.07726764678955078,1.2680441,9.116376,0.011846523391161542,0.05928230285644531,0.7931424515392991,0.7793652163751593
6.353616237640381,-0.06744340150563197,0.08812432350637865,0.054754439617763426,-0.2577434993498014,0.0005212997307288586,0.01,0.0056304931640625,0.06909012794494629,1.217563,31.06393,0.003917530901482192,0.0563809871673584,1.8688322265632802,0.6680851668250581
6.404367208480835,0.009025009659064083,0.08222901248846604,0.1452714192118086,-0.14728642596273317,0.0009078589211889965,0.01,0.005611896514892578,0.06566715240478516,1.3453346,19.799492,0.0044282787772403805,0.06046247482299805,1.6858907230416098,0.935476771028394
5.428089141845703,-0.017141001920655305,0.0798980160336515,0.14167312012837463,-0.15683605901775705,0.002670162882250583,0.01,0.004410505294799805,0.05382871627807617,1.2642614,3.1314912,0.0022713507074508116,0.04559016227722168,1.0456572087346703,0.9859770002591015
