steps,return
829.0,1.406456742206944
1564.0,1.4180248358064014
2756.0,1.4439026557648829
3886.0,1.441346025204286
5326.0,1.612145821912791
7236.0,1.6320305903102554
8557.0,1.6441471644816503
8997.0,1.6678766339314022
10155.0,1.725034345079809
12155.0,1.7229291370249666
13788.0,1.7725529320513445
15033.0,1.8559001347064326
15734.0,1.86678913454078
16642.0,1.9195496477087972
18642.0,1.9553397095656762
20030.0,1.9727363725548361
20729.0,1.9953349758838614
22132.0,2.030480617401198
22792.0,2.052204470100031
24391.0,2.0915506988182435
25993.0,2.123171927999708
27993.0,2.131316464004637
28568.0,2.1464479056683325
29961.0,2.143433270564484
31629.0,2.1449936461107937
32853.0,2.1728672679506738
34124.0,2.1783724326919294
34871.0,2.167981311857554
36871.0,2.1571632889857693
38263.0,2.1597078225353474
39904.0,2.1668743802818677
41904.0,2.170716449392231
43406.0,2.1890933197018594
45229.0,2.1739228485659434
47125.0,2.162464523793233
48493.0,2.1276975097779482
49705.0,2.1213638290160746
51705.0,2.1428744472470576
52634.0,2.148010452952961
54161.0,2.1379882261203176
55959.0,2.15314598657951
57342.0,2.151953150705118
58985.0,2.1201545408769875
60894.0,2.1225968804372326
61770.0,2.119467804205018
63625.0,2.1114957166954467
64924.0,2.1008934369907513
66505.0,2.111932369287797
68505.0,2.119563068517161
70056.0,2.122760921263272
71822.0,2.1339142586777817
73822.0,2.1250887398768135
75822.0,2.126840887586092
77414.0,2.129388784126338
79414.0,2.1487802918074097
81393.0,2.149217818328495
82626.0,2.1634633833708423
84211.0,2.1705949374601707
85775.0,2.178624406004558
87587.0,2.185628417868705
89587.0,2.188601611698359
90781.0,2.2018371190437653
92018.0,2.2049594789684983
94018.0,2.208822770593068
95351.0,2.205921706406163
96438.0,2.1985735461362523
98438.0,2.2041169960844424
100438.0,2.1890042785449824
102438.0,2.2120410927861776
104438.0,2.2035831026377184
105571.0,2.235200428089896
107334.0,2.2320639603193553
109334.0,2.230236853384662
110896.0,2.204527193450301
112896.0,2.2120104497017765
114896.0,2.2056987728109676
116896.0,2.2018692042845966
118896.0,2.2109901572671022
120896.0,2.221577414628353
122896.0,2.231086025486618
124896.0,2.234587792895319
126896.0,2.2498072265273983
128896.0,2.2532897369696037
130606.0,2.2439293195615493
132606.0,2.2437216282275005
134367.0,2.25244122984697
136306.0,2.2629197343050027
138306.0,2.275783512543666
140306.0,2.2875885866754984
141734.0,2.296010227557197
143582.0,2.3096112154595647
145022.0,2.3104539451197743
147022.0,2.314709934026584
149022.0,2.315068274215138
151022.0,2.3217963390084067
152667.0,2.324752405879368
154667.0,2.337364004288364
156667.0,2.346436741782764
158485.0,2.359334261336098
159972.0,2.358669902758862
