steps,return
640.0,-0.0029075717540722624
1280.0,-0.0028075785540373774
1920.0,-0.0026941451372423505
2560.0,-0.002578691062929209
3200.0,-0.002419700635491133
3840.0,-0.0022858775049792394
4480.0,-0.002157000114010903
5120.0,-0.0020677947422873084
5760.0,-0.0019760580305644274
6400.0,-0.001911736767401077
7040.0,-0.0018326808219396365
7680.0,-0.001764879781273235
8320.0,-0.0017037240169253244
8960.0,-0.001648219601838869
9600.0,-0.0016125709991236896
10240.0,-0.0015875469130325617
10880.0,-0.001562017863245314
11520.0,-0.0015277002599477648
12160.0,-0.0014844898943799714
12800.0,-0.0014532685830557532
13440.0,-0.0014038566902579463
14080.0,-0.0013486932240543367
14720.0,-0.0013052719447721206
15360.0,-0.0012817665145340496
16000.0,-0.0012597230221923453
16640.0,-0.0012536408671459628
17280.0,-0.0012389299884173924
17920.0,-0.00121962618185994
18560.0,-0.0012346425574896718
19200.0,-0.001217294976092264
19840.0,-0.0012049557326212158
20480.0,-0.0012116820396929615
21120.0,-0.0011927286754106867
21760.0,-0.0011955062531988805
22400.0,-0.0011762970574047114
23040.0,-0.0011884907121454272
23680.0,-0.0011800416707395968
24320.0,-0.0011932840059520515
24960.0,-0.0011745391482867015
25600.0,-0.0011786371977802604
26240.0,-0.0011577624072220678
26880.0,-0.0011559534049126923
