steps,return
640.0,0.3499943122772165
1280.0,0.8313477089918279
1920.0,5.369638013741743
2560.0,8.725406872362967
3200.0,8.993408824335015
3840.0,9.65321724036449
4480.0,9.822876980466736
5120.0,9.71330972019641
5760.0,9.841184245889224
6400.0,9.75090912722199
7040.0,9.829112610435839
7680.0,8.709893879543783
8320.0,9.323958659976121
8960.0,9.748814643670343
9600.0,9.631228380375294
10240.0,8.999181076498664
10880.0,8.420217637124185
11520.0,8.71824145049047
12160.0,8.549135401749744
12800.0,9.329483131091767
13440.0,7.400839898624429
14080.0,8.366199217172708
14720.0,8.807610941156351
15360.0,9.694609942878754
16000.0,9.729856097608925
16640.0,6.451598592992926
17280.0,9.585294470157189
17920.0,8.97245555737282
18560.0,9.433608642264735
19200.0,9.74200749819843
19840.0,5.463736791927597
20480.0,9.767018333017166
21120.0,9.80218620487482
21760.0,9.804750610090046
22400.0,9.806448592310007
23040.0,9.811958168180528
23680.0,9.815716759831323
24320.0,9.821103934093959
24960.0,4.23926881696255
25600.0,9.101027420602005
26240.0,9.770083451941055
26880.0,9.821753770194201
27520.0,9.823792789552385
28160.0,9.826266266278633
28800.0,9.828290679247377
29440.0,9.829600107504746
30080.0,9.831200438443433
30720.0,9.835511462221493
31360.0,9.83811660704486
32000.0,9.837879004738548
32640.0,9.838163134679943
33280.0,9.837101472017288
33920.0,9.836771429092686
34560.0,9.834864421447149
35200.0,8.698825715096813
35840.0,9.813554551868547
36480.0,9.825257424981146
37120.0,9.749223045886033
37760.0,9.170309633243921
38400.0,9.804529686036108
39040.0,9.822794720559678
39680.0,9.830752192014033
40320.0,7.757729326072875
40960.0,9.724384171311561
41600.0,9.822144374476853
42240.0,7.486455849058316
42880.0,9.864932869452606
43520.0,9.874032387652948
44160.0,9.846505114773834
44800.0,9.861577692577033
45440.0,8.457901836785448
46080.0,9.633210315146542
46720.0,8.826093068473869
47360.0,9.466930949392276
48000.0,9.864058048472536
48640.0,9.873131723487921
49280.0,9.87856199444373
49920.0,9.87949497614964
50560.0,9.871243456855556
51200.0,9.34927012327566
51840.0,9.808934785944722
52480.0,9.811951353256323
53120.0,9.834917810467068
53760.0,9.850288088717475
54400.0,9.873925671228497
55040.0,9.819980181375058
55680.0,9.338721492776315
56320.0,9.667925021904987
56960.0,9.818863880456304
57600.0,9.693828512254592
58240.0,9.81200440588684
58880.0,6.161528505615112
59520.0,8.632176722998809
60160.0,9.322517166002308
60800.0,8.872051865771313
61440.0,9.602547628731822
62080.0,9.650517720294737
62720.0,9.83705326168871
63360.0,9.500140546026381
64000.0,9.772692112116982
