time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after
5.4217236042022705,-0.10834242127273908,0.07777240699312891,0.03596569836719518,-0.25672648108548685,0.5368843655476616,0.01,0.011532783508300781,0.06526947021484375,0.0049961554,0.018507546,-0.10834242127273908,0.30518412590026855,3.115969133369771,0.5166523927510654
6.8133769035339355,-0.11330295577661262,0.08641250407029172,0.028835072535346343,-0.2927796387790648,0.4792166009933335,0.01,0.021134138107299805,0.047423601150512695,0.0049562757,0.021308357,-0.10883847472312644,0.08343791961669922,0.49239311583082795,0.5138234878807163
7.588633060455322,-0.20342812599156349,0.26167828032688983,-0.012937453443779032,-0.9600637809206389,0.456067497885723,0.01,0.02574610710144043,0.05785012245178223,0.0049023456,0.022198953,-0.11829743984997015,0.12972021102905273,0.7088667885403866,0.2904295288965683
5.148889541625977,-0.13252175876473157,0.11623356627906258,-0.03453380525094081,-0.35355423511763273,0.558906316055289,0.01,0.03228926658630371,0.08882594108581543,0.004973958,0.018359343,-0.1197198717414463,0.21151041984558105,0.7741223730720981,0.4347068029700395
7.779235124588013,-0.1190531400190958,0.16995027285448666,0.0904160468320456,-0.5717033441156019,0.7438046971946605,0.01,0.009057760238647461,0.058545827865600586,0.005060341,0.013182711,-0.11965319856921125,0.24364209175109863,0.931011537761469,0.8583434882176149
4.485427141189575,-0.0598732579498459,0.07742900911969995,0.05357429206413371,-0.23327040632090823,0.49076390791792085,0.01,0.009263277053833008,0.05528759956359863,0.004997581,0.020286325,-0.11367520450727472,0.08516502380371094,0.8151102470722448,0.7512219011521342
6.547402858734131,-0.15001680388404268,0.13305636122002656,0.013087406335123345,-0.46062110547992124,0.6553822833764587,0.01,0.025633811950683594,0.057660818099975586,0.0049682744,0.0152638,-0.11730936444495152,0.21474766731262207,0.7033717065713295,0.5595328736616428
6.714231967926025,-0.1410270503741758,0.11281406158094348,-0.03272773837120176,-0.4017068730903619,0.5475646214111305,0.01,0.012480020523071289,0.05799436569213867,0.004999207,0.017964933,-0.11968113303787395,0.12477254867553711,0.5267665749926399,0.530911109264994
5.640681982040405,-0.15484728568245545,0.1048390246208633,-0.038914713162680095,-0.3988985621850352,0.5067924405511139,0.01,0.008937835693359375,0.04621767997741699,0.0050281137,0.019355446,-0.12319774830233211,0.09201979637145996,0.535809136475878,0.5371876367987802
5.651001453399658,-0.06504893910443482,0.11497740770236603,0.21881574774222162,-0.21664233280076364,0.6057584837027222,0.01,0.01147913932800293,0.07508182525634766,0.0049691037,0.016851913,-0.11738286738254239,0.638725996017456,1.4941413452913581,0.9987001753339704
5.526141881942749,-0.0756945484290523,0.055573633332739875,0.014620313849696361,-0.16072351504565127,0.5129338738404605,0.01,0.009002447128295898,0.06592917442321777,0.004989102,0.019419024,-0.11321403548719339,0.14369535446166992,1.0510869394119784,0.7280593682320315
