steps,return
40000.0,-2.8438166321599363
80000.0,-3.7186200918499828
120000.0,-3.6990465373991586
160000.0,-10.003019527768664
200000.0,-1.5004261749197263
240000.0,-2.8486913120957054
280000.0,-13.342818271523084
320000.0,-9.789911695259255
360000.0,-2.7553496307185443
400000.0,-8.385640648722546
440000.0,-5.968168906529156
480000.0,-6.5245651893183645
520000.0,-3.279197945133822
560000.0,-9.525804974349228
600000.0,-7.924626191958229
640000.0,-8.752434866209532
680000.0,-3.9411364901091703
720000.0,-8.128677882155698
760000.0,-29.18494409646937
800000.0,-18.754523139321027
840000.0,-17.892171543747455
880000.0,-15.224097559969637
920000.0,-8.10102928396963
960000.0,-12.550911471700763
1000000.0,-13.44345315923445
1040000.0,-10.611872368974796
1080000.0,-9.559130144591265
1120000.0,-21.31290955218314
1160000.0,-28.49753582935732
1200000.0,-15.203410765517823
