steps,return
40000.0,0.026187781161883004
80000.0,0.04557908566237473
120000.0,0.33528123936842213
160000.0,0.3620167093655743
200000.0,-0.40156982929113666
240000.0,-0.0026111462838464957
280000.0,0.36171036826615843
320000.0,0.38770899179827695
360000.0,-2.149595638689248
400000.0,0.3046189159386791
440000.0,-0.2727571364723243
480000.0,-5.162325151297983
520000.0,-4.874221605843863
560000.0,-2.0240839364712384
600000.0,-0.26747072720370746
640000.0,-1.9866794026241799
680000.0,-2.902768415101808
720000.0,3.6461230011767634
760000.0,3.6893317473216034
800000.0,2.5131135736285763
840000.0,3.587139826178541
880000.0,3.3329316110952156
920000.0,0.2704448183826692
960000.0,4.072879687527444
1000000.0,3.421576835222625
1040000.0,3.6960694603329354
1080000.0,4.025041413451735
1120000.0,4.1588002866901075
1160000.0,4.150922977051202
1200000.0,3.5929307355785927
