steps,return
4800.0,3.309030347682802
9600.0,3.3346636276043697
14400.0,3.358722118551994
19200.0,3.381770225826993
24000.0,3.406849245894261
28800.0,3.4277773021818474
33600.0,3.4523793014459034
38400.0,3.4740122679756964
43200.0,3.496681034650009
48000.0,3.5200081752648598
52800.0,3.5440342597991967
57600.0,3.570168157602892
62400.0,3.595951267938054
67200.0,3.6186519390143843
72000.0,3.6436931300930193
76800.0,3.667542643288575
81600.0,3.6886183592006456
86400.0,3.711920240028508
91200.0,3.737250084081252
96000.0,3.760680448983414
100800.0,3.785748480052196
105600.0,3.809204472567352
110400.0,3.83214915455686
115200.0,3.8556249269801826
120000.0,3.879119130585654
124800.0,3.903962457408564
129600.0,3.9278073504133975
134400.0,3.9518593454388338
139200.0,3.974992234890104
144000.0,3.9980217259359905
148800.0,4.019864200779461
153600.0,4.043015170010161
158400.0,4.066154281987709
163200.0,4.089216309650936
168000.0,4.115645052210243
172800.0,4.141873974129434
177600.0,4.16842051437078
182400.0,4.192460158107603
187200.0,4.2166252594790565
192000.0,4.242404759637705
196800.0,4.267558299522545
201600.0,4.294127081448973
206400.0,4.3211278226878385
211200.0,4.343859178814909
216000.0,4.370735223029678
220800.0,4.395220570177496
225600.0,4.418361537070604
230400.0,4.441663364713909
235200.0,4.466482581694739
240000.0,4.4912277498804345
244800.0,4.514722485199811
249600.0,4.539082215752112
254400.0,4.562688308308495
259200.0,4.584718586287756
264000.0,4.608245251223296
268800.0,4.63254623225578
273600.0,4.655922825248293
278400.0,4.676776103354036
283200.0,4.697955635064819
288000.0,4.723481233906712
292800.0,4.745902858109395
297600.0,4.767063993204488
302400.0,4.790425345765674
307200.0,4.818107930128637
312000.0,4.843328560278282
316800.0,4.867672814341672
321600.0,4.892882586186783
326400.0,4.917557998396231
331200.0,4.9398906750499645
336000.0,4.964942236937803
340800.0,4.986989702289228
345600.0,5.007376405277517
350400.0,5.028204833498842
355200.0,5.055637608296167
360000.0,5.084318630280698
364800.0,5.11115555933538
369600.0,5.1408984215299425
374400.0,5.165984892802861
379200.0,5.187580163819465
384000.0,5.211923924057895
388800.0,5.233786182639384
393600.0,5.252313868364513
398400.0,5.276343720710594
403200.0,5.29146598297303
408000.0,5.310736937475695
412800.0,5.331218669184792
417600.0,5.323367562408318
422400.0,5.346865245649221
427200.0,5.369596646622764
432000.0,5.39264467994184
436800.0,5.418567758515576
441600.0,5.446117514013474
446400.0,5.474995856393453
451200.0,5.501184387807467
456000.0,5.530916332339672
460800.0,5.55824075965048
465600.0,5.587806256256446
470400.0,5.612416377464894
475200.0,5.642796009126737
480000.0,5.662008047610053
484800.0,5.691429368096298
489600.0,5.7140060603145155
494400.0,5.747846260930341
499200.0,5.7763966672761295
504000.0,5.811561105605412
508800.0,5.841043271973702
513600.0,5.875693867653132
518400.0,5.902676549601612
523200.0,5.93834705548779
528000.0,5.970099439554264
532800.0,6.002655751305612
537600.0,6.0337150906305
542400.0,6.059866427458585
547200.0,6.088229811459778
552000.0,6.114640690139846
556800.0,6.139516019971754
561600.0,6.16382549741539
566400.0,6.186197697654686
571200.0,6.205425002625809
576000.0,6.227051125773789
580800.0,6.243080319613131
585600.0,6.263374875043607
590400.0,6.278870418604538
595200.0,6.299122239736324
600000.0,6.313697324211136
604800.0,6.333455136558161
609600.0,6.34606662440784
614400.0,6.361244068301726
619200.0,6.372811039236923
624000.0,6.392226623085186
628800.0,6.410084887328462
633600.0,6.428910864186886
638400.0,6.444079353969859
643200.0,6.464955341924435
648000.0,6.482269896392896
652800.0,6.5010854887184735
657600.0,6.517811169191327
662400.0,6.537358358765802
667200.0,6.553707895153319
672000.0,6.5730181013725
676800.0,6.587935746103558
681600.0,6.6051269176630525
686400.0,6.6177703179686205
691200.0,6.637015860386524
696000.0,6.653370850859973
700800.0,6.671742139802057
705600.0,6.690009881307233
710400.0,6.709398018770343
715200.0,6.727165245024221
720000.0,6.746554723209603
724800.0,6.764743860051583
729600.0,6.783680859265036
734400.0,6.799958922548159
739200.0,6.821162049233722
744000.0,6.837869429751813
748800.0,6.851686149591265
753600.0,6.86543049208686
758400.0,6.886950388687585
763200.0,6.904961348124448
768000.0,6.923466207980769
772800.0,6.9403967866588125
777600.0,6.958005177514201
782400.0,6.975269519721236
787200.0,6.9934291088669145
792000.0,7.009878177716663
796800.0,7.029557820577213
801600.0,7.045100543161807
806400.0,7.064797723194203
811200.0,7.080297597403298
816000.0,7.095093556104494
820800.0,7.10801613795784
825600.0,7.1297027913937665
830400.0,7.146223618106008
835200.0,7.164748220886428
840000.0,7.180866304047209
844800.0,7.199676883654142
849600.0,7.217642847577297
