time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,eval_score
0.18500351905822754,-1145.2717506166132,248.95943032168952,-748.2395739311002,-1554.9364995302844,0.784514273476667,0.001,0.008218526840209961,0.012395143508911133,0.00049426506,0.0012786877,-1145.2717506166132,0.041104793548583984,1.0001378718669127,0.9737637308154353,-1374.1308378369401
0.18537449836730957,-1259.9753224928033,217.27067293717332,-865.1594145924496,-1680.3554152074114,0.4401811557688621,0.001,0.0009517669677734375,0.009955167770385742,0.0004897386,0.0022590063,-1156.7421078042323,0.03984403610229492,0.9755506326604199,0.828810913334606,-1367.9475179743504
0.1847219467163086,-1273.3720674625072,271.51520133217576,-907.6467436569268,-1651.1810579289229,0.8806804096877323,0.001,0.0011973381042480469,0.010444164276123047,0.0004909593,0.0012124163,-1168.40510377006,0.03625607490539551,0.8331528922250774,0.5032589771762335,-1346.699710863762
0.18612384796142578,-1290.6453749530638,307.91320480549626,-895.1841527530124,-1790.6228901161533,1.5548822579823056,0.001,0.0010573863983154297,0.009976863861083984,0.00050487166,0.00062936696,-1180.6291308883604,0.039864301681518555,0.5156141271382907,0.2836077385060547,-1353.7196460192858
0.18292951583862305,-1174.2153057520354,227.0481330217076,-963.452226905873,-1643.8502662213239,0.38977066102428826,0.001,0.001085519790649414,0.010535240173339844,0.00051065144,0.0025315424,-1179.987748374728,0.03960227966308594,0.2621973093072053,0.24124357441877753,-1345.0015003847864
0.18395471572875977,-1172.4120209276082,298.3566711026213,-742.1892553105213,-1718.6801473504122,0.5747911090244093,0.001,0.0010590553283691406,0.010077953338623047,0.0004910578,0.0017711293,-1179.230175630016,0.03712821006774902,0.25061338545187084,0.2364378820921575,-1360.6809833284274
0.18396806716918945,-1209.8224343811714,314.4210965039747,-744.5872722403848,-1605.0529909319218,0.4694005049234175,0.001,0.0009970664978027344,0.011262893676757812,0.0004897955,0.0021317755,-1182.2894015051315,0.03731369972229004,0.23304339349026468,0.21823284977257126,-1368.7334139334432
0.1860184669494629,-1151.6909084369834,317.59987914241583,-758.3232648585525,-1647.673059003478,1.31041595325098,0.001,0.0013229846954345703,0.010114431381225586,0.00050803163,0.0007578189,-1179.2295521983167,0.03630828857421875,0.2271091968344712,0.21089929880887673,-1382.990729030232
0.18372678756713867,-1154.6943987815723,190.44874104762098,-878.0275594600026,-1401.4219847597694,0.9286535099308718,0.001,0.0010662078857421875,0.010043859481811523,0.00050561543,0.0010466664,-1176.7760368566423,0.03685283660888672,0.1929063144174647,0.1781638923951882,-1395.8484058632157
0.1862478256225586,-1288.3279284490004,298.6192003119395,-836.8294453307353,-1750.4917531146086,0.9497500739263398,0.001,0.0009982585906982422,0.008943319320678711,0.00050407386,0.0010340438,-1187.931226015878,0.04036736488342285,0.19564323374826345,0.17682049554090518,-1408.0927517553569
0.18441462516784668,-1370.7054666509498,255.78814721531032,-903.1737299532284,-1710.0232933566658,0.5448262023258821,0.001,0.0009388923645019531,0.010435104370117188,0.0004976222,0.0018358871,-1206.2086500793853,0.040045976638793945,0.1761006496049238,0.15965993637165649,-1388.631622785028
0.18701767921447754,-1276.6447317038012,336.88395709610313,-857.8953551429801,-1832.6264764948057,0.3475230521238963,0.001,0.0011444091796875,0.010801076889038086,0.0005066652,0.0028701331,-1213.252258241827,0.0429842472076416,0.1643786603483872,0.14834713642109565,-1364.513232249837
0.18786358833312988,-1132.2369947280645,272.35188643131397,-773.3082328039313,-1640.559010285021,0.8184487466785374,0.001,0.000988006591796875,0.010407209396362305,0.00050549424,0.0012294134,-1205.1507318904507,0.03995537757873535,0.14661045733667066,0.12673849186704472,-1366.4579844650698
0.18581628799438477,-1437.6446043935925,290.6921263372162,-912.5216904536925,-1856.9444146197675,0.7552289114728951,0.001,0.0010647773742675781,0.010818719863891602,0.0005006905,0.0013300639,-1228.400119140765,0.04208779335021973,0.150538849140692,0.12025411995958882,-1356.6098540510777
0.18656253814697266,-1027.911651884904,190.33385822155157,-771.3719817303983,-1357.111086589734,0.4734643933386892,0.001,0.0011093616485595703,0.01019144058227539,0.00050191453,0.0021382817,-1208.3512724151788,0.03855299949645996,0.16547241001408064,0.0991654549858079,-1370.5432138227347
0.19425177574157715,-1369.5727842743534,299.1416949140857,-890.9084059618028,-1792.6243012048346,0.546865331570357,0.001,0.0014400482177734375,0.010346651077270508,0.00049948023,0.0018322502,-1224.4734236010963,0.03918933868408203,0.12914915776729935,0.08950449577220661,-1344.3642710064091
0.1916346549987793,-1330.8638189183657,290.5984387666131,-973.7442935365582,-1815.173362915974,0.48176138080172465,0.001,0.0011718273162841797,0.019761085510253906,0.0004980039,0.0021118575,-1235.1124631328232,0.03522753715515137,0.09280506955049124,0.07559214137272655,-1334.3576934890116
0.18294930458068848,-1276.2576429044107,295.4588314335917,-791.296083935898,-1694.082133705731,1.0626489535767478,0.001,0.0009317398071289062,0.01091623306274414,0.0004970389,0.0009675462,-1239.226981109982,0.04316520690917969,0.07472959149643758,0.06060849700265186,-1347.2888560101103
0.18403220176696777,-1132.4978544485307,183.38610747663878,-885.2601052983447,-1500.0207454209194,0.47339832816123023,0.001,0.0011491775512695312,0.010443925857543945,0.0004995935,0.0021407867,-1228.554068443837,0.039441823959350586,0.04895344857691139,0.03757383391075706,-1306.242270413186
0.18554472923278809,-1172.9414061082057,251.81341822759092,-898.5775459005021,-1638.8624267774449,0.4031125821922027,0.001,0.0011000633239746094,0.00990438461303711,0.00050216116,0.0024925207,-1222.9928022102738,0.03699851036071777,0.05040059020336312,0.043899768589376484,-1240.9902340842798
0.18886137008666992,-1227.798543761694,167.2711748105974,-1023.0687828016411,-1496.6659576812638,0.7306050054829692,0.001,0.0011615753173828125,0.0090179443359375,0.0005103048,0.0012931002,-1223.4733763654158,0.03841590881347656,0.03259414772560027,0.02540323854456054,-1220.0405616480625
0.19322776794433594,-1337.1089648266807,280.26076818420955,-908.5191535547975,-1664.1000990714117,0.802014615989282,0.001,0.0010499954223632812,0.008986473083496094,0.0005037253,0.0012561089,-1234.8369352115421,0.042491912841796875,0.04135798592393679,0.031044989521517043,-1229.8990593991232
0.184373140335083,-1157.5998661543247,239.87541272148331,-861.0067991888106,-1575.9202529226873,0.7459746732707568,0.001,0.0011425018310546875,0.01133418083190918,0.0005105293,0.0013329458,-1227.1132283058205,0.045911550521850586,0.04289063406589053,0.02994758913539829,-1241.0784208438688
0.18565917015075684,-1169.7859245295049,220.3069845502406,-863.0864034010174,-1492.119476439353,0.4370579731904362,0.001,0.0009658336639404297,0.010846853256225586,0.0004929143,0.0023123971,-1221.380497928189,0.05064225196838379,0.03381197940346063,0.03150740087871239,-1231.1846203342325
0.18357610702514648,-1250.9595778510916,274.9455732013098,-990.904150578138,-1822.7166024341163,0.5700915732203158,0.001,0.0009987354278564453,0.010316848754882812,0.0004902486,0.0017820672,-1224.3384059204793,0.06218838691711426,0.03952222712091739,0.03410760581583607,-1212.0959207398632
0.1862504482269287,-1335.300525627807,296.099646994016,-923.7580227798427,-1757.2667725640042,0.680470201830718,0.001,0.0013856887817382812,0.010535240173339844,0.0005075162,0.0014272749,-1235.434617891212,0.07296371459960938,0.032947046987505245,0.029277827370155454,-1179.3411688962683
0.18999099731445312,-1211.1107736116014,218.49649589860232,-1006.4775388307065,-1748.8858498131115,0.642358339062161,0.001,0.0010900497436523438,0.01086878776550293,0.0005097331,0.0015510697,-1233.0022334632508,0.10600781440734863,0.02689949226492037,0.02309128934543204,-1191.0890764240144
0.1864919662475586,-1245.3898333706334,270.7151989029043,-989.3260271677199,-1720.903996506824,0.5870548584607005,0.001,0.0013279914855957031,0.010483503341674805,0.00050235586,0.0016738307,-1234.2409934539892,0.149946928024292,0.028108719597533353,0.026453146645045444,-1178.5672206970687
0.18377947807312012,-1337.7146741685963,255.41254880609432,-1036.430517517364,-1738.304304485579,0.4849917470682447,0.001,0.0010178089141845703,0.008743524551391602,0.0005106132,0.002034878,-1244.58836152545,0.16374540328979492,0.024080572098003617,0.02047069839590904,-1168.308183098652
